t,level,marginal,lower,upper,scale
t970,1.73,0.0,0.2,1.8,1.0
t971,1.8,0.0,0.2,1.8,1.0
t972,1.8,0.0,0.2,1.8,1.0
t973,1.8,0.0,0.2,1.8,1.0
t974,1.8,0.0,0.2,1.8,1.0
t975,1.8,0.0,0.2,1.8,1.0
t976,1.8,0.0,0.2,1.8,1.0
t977,1.8,1.3320462691687425,0.2,1.8,1.0
t978,1.8,0.0,0.2,1.8,1.0
t979,0.2,0.0,0.2,1.8,1.0
t980,0.2,-0.2648141201587322,0.2,1.8,1.0
t981,0.2,0.0,0.2,1.8,1.0
t982,0.2,0.0,0.2,1.8,1.0
t983,0.2,0.0,0.2,1.8,1.0
t984,0.2,0.0,0.2,1.8,1.0
t985,0.2,0.0,0.2,1.8,1.0
t986,0.2,-0.8568269670239204,0.2,1.8,1.0
t987,0.2,0.0,0.2,1.8,1.0
t988,0.2,0.0,0.2,1.8,1.0
t989,0.2,0.0,0.2,1.8,1.0
t990,0.2,0.0,0.2,1.8,1.0
t991,0.2,0.0,0.2,1.8,1.0
t992,0.2,0.0,0.2,1.8,1.0
t993,0.2,0.0,0.2,1.8,1.0
t994,1.73,0.0,0.2,1.8,1.0
t995,1.8,0.0,0.2,1.8,1.0
t996,1.8,0.0,0.2,1.8,1.0
t997,1.8,0.0,0.2,1.8,1.0
t998,1.8,1.3896677744147752,0.2,1.8,1.0
t999,1.8,0.0,0.2,1.8,1.0
t1000,1.8,0.0,0.2,1.8,1.0
t1001,1.8,0.0,0.2,1.8,1.0
t1002,1.8,0.0,0.2,1.8,1.0
t1003,0.2,0.0,0.2,1.8,1.0
t1004,0.2,-0.47905303512358444,0.2,1.8,1.0
t1005,0.2,0.0,0.2,1.8,1.0
t1006,0.2,0.0,0.2,1.8,1.0
t1007,0.2,-1.0912495679695127,0.2,1.8,1.0
t1008,0.2,0.0,0.2,1.8,1.0
t1009,0.2,0.0,0.2,1.8,1.0
t1010,0.2,0.0,0.2,1.8,1.0
t1011,0.2,0.0,0.2,1.8,1.0
t1012,0.2,0.0,0.2,1.8,1.0
t1013,0.2,0.0,0.2,1.8,1.0
t1014,0.2,0.0,0.2,1.8,1.0
t1015,0.2,0.0,0.2,1.8,1.0
t1016,0.2,0.0,0.2,1.8,1.0
t1017,0.2,0.0,0.2,1.8,1.0
t1018,1.73,0.0,0.2,1.8,1.0
t1019,1.8,0.0,0.2,1.8,1.0
t1020,1.8,0.0,0.2,1.8,1.0
t1021,1.8,0.0,0.2,1.8,1.0
t1022,1.8,0.0,0.2,1.8,1.0
t1023,1.8,0.0,0.2,1.8,1.0
t1024,1.8,0.0,0.2,1.8,1.0
t1025,1.8,1.4276305419955406,0.2,1.8,1.0
t1026,1.8,0.0,0.2,1.8,1.0
t1027,0.2,-0.25614402574987594,0.2,1.8,1.0
t1028,0.2,0.0,0.2,1.8,1.0
t1029,0.2,0.0,0.2,1.8,1.0
t1030,0.2,0.0,0.2,1.8,1.0
t1031,0.2,0.0,0.2,1.8,1.0
t1032,0.2,0.0,0.2,1.8,1.0
t1033,0.2,0.0,0.2,1.8,1.0
t1034,0.2,0.0,0.2,1.8,1.0
t1035,0.2,0.0,0.2,1.8,1.0
t1036,0.2,0.0,0.2,1.8,1.0
t1037,0.2,-1.1436561158744638,0.2,1.8,1.0
t1038,0.2,0.0,0.2,1.8,1.0
t1039,0.2,0.0,0.2,1.8,1.0
t1040,0.2,0.0,0.2,1.8,1.0
t1041,0.2,0.0,0.2,1.8,1.0
t1042,1.73,0.0,0.2,1.8,1.0
t1043,1.8,1.3429810221053913,0.2,1.8,1.0
t1044,1.8,0.0,0.2,1.8,1.0
t1045,1.8,0.0,0.2,1.8,1.0
t1046,1.8,0.0,0.2,1.8,1.0
t1047,1.8,0.0,0.2,1.8,1.0
t1048,1.8,0.0,0.2,1.8,1.0
t1049,1.8,0.0,0.2,1.8,1.0
t1050,1.8,0.0,0.2,1.8,1.0
t1051,0.2,-0.2872857063112235,0.2,1.8,1.0
t1052,0.2,0.0,0.2,1.8,1.0
t1053,0.2,0.0,0.2,1.8,1.0
t1054,0.2,0.0,0.2,1.8,1.0
t1055,0.2,0.0,0.2,1.8,1.0
t1056,0.2,0.0,0.2,1.8,1.0
t1057,0.2,0.0,0.2,1.8,1.0
t1058,0.2,0.0,0.2,1.8,1.0
t1059,0.2,0.0,0.2,1.8,1.0
t1060,0.2,0.0,0.2,1.8,1.0
t1061,0.2,0.0,0.2,1.8,1.0
t1062,0.2,-0.9091147567066997,0.2,1.8,1.0
t1063,0.2,0.0,0.2,1.8,1.0
t1064,0.2,0.0,0.2,1.8,1.0
t1065,0.2,0.0,0.2,1.8,1.0
t1066,1.73,0.0,0.2,1.8,1.0
t1067,1.8,0.0,0.2,1.8,1.0
t1068,1.8,0.0,0.2,1.8,1.0
t1069,1.8,0.0,0.2,1.8,1.0
t1070,1.8,0.0,0.2,1.8,1.0
t1071,1.8,0.0,0.2,1.8,1.0
t1072,1.8,0.0,0.2,1.8,1.0
t1073,1.8,0.0,0.2,1.8,1.0
t1074,1.8,1.118163028431212,0.2,1.8,1.0
t1075,0.2,-0.19219285799978536,0.2,1.8,1.0
t1076,0.2,0.0,0.2,1.8,1.0
t1077,0.2,0.0,0.2,1.8,1.0
t1078,0.2,0.0,0.2,1.8,1.0
t1079,0.2,0.0,0.2,1.8,1.0
t1080,0.2,0.0,0.2,1.8,1.0
t1081,0.2,0.0,0.2,1.8,1.0
t1082,0.2,0.0,0.2,1.8,1.0
t1083,0.2,0.0,0.2,1.8,1.0
t1084,0.2,0.0,0.2,1.8,1.0
t1085,0.2,-0.6584502555231495,0.2,1.8,1.0
t1086,0.2,0.0,0.2,1.8,1.0
t1087,0.2,0.0,0.2,1.8,1.0
t1088,0.2,0.0,0.2,1.8,1.0
t1089,0.2,0.0,0.2,1.8,1.0
t1090,1.73,0.0,0.2,1.8,1.0
t1091,1.8,0.0,0.2,1.8,1.0
t1092,1.8,0.0,0.2,1.8,1.0
t1093,1.8,0.0,0.2,1.8,1.0
t1094,1.8,0.0,0.2,1.8,1.0
t1095,1.8,0.0,0.2,1.8,1.0
t1096,1.8,1.122639834297857,0.2,1.8,1.0
t1097,1.8,0.0,0.2,1.8,1.0
t1098,1.8,0.0,0.2,1.8,1.0
t1099,0.2,0.0,0.2,1.8,1.0
t1100,0.2,-0.3425762108624184,0.2,1.8,1.0
t1101,0.2,0.0,0.2,1.8,1.0
t1102,0.2,0.0,0.2,1.8,1.0
t1103,0.2,0.0,0.2,1.8,1.0
t1104,0.2,0.0,0.2,1.8,1.0
t1105,0.2,0.0,0.2,1.8,1.0
t1106,0.2,-1.2637863586164286,0.2,1.8,1.0
t1107,0.2,0.0,0.2,1.8,1.0
t1108,0.2,0.0,0.2,1.8,1.0
t1109,0.2,0.0,0.2,1.8,1.0
t1110,0.2,0.0,0.2,1.8,1.0
t1111,0.2,0.0,0.2,1.8,1.0
t1112,0.2,0.0,0.2,1.8,1.0
t1113,0.2,0.0,0.2,1.8,1.0
t1114,1.73,0.0,0.2,1.8,1.0
t1115,1.8,1.390636471728584,0.2,1.8,1.0
t1116,1.8,0.0,0.2,1.8,1.0
t1117,1.8,0.0,0.2,1.8,1.0
t1118,1.8,0.0,0.2,1.8,1.0
t1119,1.8,0.0,0.2,1.8,1.0
t1120,1.8,0.0,0.2,1.8,1.0
t1121,1.8,0.0,0.2,1.8,1.0
t1122,1.8,0.0,0.2,1.8,1.0
t1123,0.2,-0.03716337117005253,0.2,1.8,1.0
t1124,0.2,0.0,0.2,1.8,1.0
t1125,0.2,0.0,0.2,1.8,1.0
t1126,0.2,0.0,0.2,1.8,1.0
t1127,0.2,0.0,0.2,1.8,1.0
t1128,0.2,0.0,0.2,1.8,1.0
t1129,0.2,0.0,0.2,1.8,1.0
t1130,0.2,0.0,0.2,1.8,1.0
t1131,0.2,0.0,0.2,1.8,1.0
t1132,0.2,-1.24610691077433,0.2,1.8,1.0
t1133,0.2,0.0,0.2,1.8,1.0
t1134,0.2,0.0,0.2,1.8,1.0
t1135,0.2,0.0,0.2,1.8,1.0
t1136,0.2,0.0,0.2,1.8,1.0
t1137,0.2,0.0,0.2,1.8,1.0
t1138,1.73,0.0,0.2,1.8,1.0
t1139,1.8,0.0,0.2,1.8,1.0
t1140,1.8,0.0,0.2,1.8,1.0
t1141,1.8,0.0,0.2,1.8,1.0
t1142,1.8,0.0,0.2,1.8,1.0
t1143,1.8,0.0,0.2,1.8,1.0
t1144,1.8,1.2905735210729716,0.2,1.8,1.0
t1145,1.8,0.0,0.2,1.8,1.0
t1146,1.8,0.0,0.2,1.8,1.0
t1147,0.2,-0.221245378428236,0.2,1.8,1.0
t1148,0.2,0.0,0.2,1.8,1.0
t1149,0.2,0.0,0.2,1.8,1.0
t1150,0.2,0.0,0.2,1.8,1.0
t1151,0.2,0.0,0.2,1.8,1.0
t1152,0.2,0.0,0.2,1.8,1.0
t1153,0.2,0.0,0.2,1.8,1.0
t1154,0.2,0.0,0.2,1.8,1.0
t1155,0.2,0.0,0.2,1.8,1.0
t1156,0.2,-1.1277787717762067,0.2,1.8,1.0
t1157,0.2,0.0,0.2,1.8,1.0
t1158,0.2,0.0,0.2,1.8,1.0
t1159,0.2,0.0,0.2,1.8,1.0
t1160,0.2,0.0,0.2,1.8,1.0
t1161,0.2,0.0,0.2,1.8,1.0
t1162,1.73,0.0,0.2,1.8,1.0
t1163,1.8,0.0,0.2,1.8,1.0
t1164,1.8,0.0,0.2,1.8,1.0
t1165,1.8,0.0,0.2,1.8,1.0
t1166,1.8,1.2702388459676257,0.2,1.8,1.0
t1167,1.8,0.0,0.2,1.8,1.0
t1168,1.8,0.0,0.2,1.8,1.0
t1169,1.8,0.0,0.2,1.8,1.0
t1170,1.8,0.0,0.2,1.8,1.0
t1171,1.8,0.0,0.2,1.8,1.0
t1172,1.8,0.0,0.2,1.8,1.0
t1173,0.2,0.0,0.2,1.8,1.0
t1174,0.2,0.0,0.2,1.8,1.0
t1175,0.2,0.0,0.2,1.8,1.0
t1176,0.2,0.0,0.2,1.8,1.0
t1177,0.2,0.0,0.2,1.8,1.0
t1178,0.2,0.0,0.2,1.8,1.0
t1179,0.2,-1.2396232045141744,0.2,1.8,1.0
t1180,0.2,0.0,0.2,1.8,1.0
t1181,0.2,0.0,0.2,1.8,1.0
t1182,0.2,0.0,0.2,1.8,1.0
t1183,0.2,0.0,0.2,1.8,1.0
t1184,0.2,0.0,0.2,1.8,1.0
t1185,0.2,0.0,0.2,1.8,1.0
t1186,1.73,0.0,0.2,1.8,1.0
t1187,1.8,0.0,0.2,1.8,1.0
t1188,1.8,0.0,0.2,1.8,1.0
t1189,1.8,0.0,0.2,1.8,1.0
t1190,1.8,0.0,0.2,1.8,1.0
t1191,1.8,0.0,0.2,1.8,1.0
t1192,1.8,1.3361220801895684,0.2,1.8,1.0
t1193,1.8,0.0,0.2,1.8,1.0
t1194,1.8,0.0,0.2,1.8,1.0
t1195,0.2,0.0,0.2,1.8,1.0
t1196,0.2,-0.21760233612286584,0.2,1.8,1.0
t1197,0.2,0.0,0.2,1.8,1.0
t1198,0.2,0.0,0.2,1.8,1.0
t1199,0.2,0.0,0.2,1.8,1.0
t1200,0.2,0.0,0.2,1.8,1.0
t1201,0.2,0.0,0.2,1.8,1.0
t1202,0.2,0.0,0.2,1.8,1.0
t1203,0.2,-1.1946528260993716,0.2,1.8,1.0
t1204,0.2,0.0,0.2,1.8,1.0
t1205,0.2,0.0,0.2,1.8,1.0
t1206,0.2,0.0,0.2,1.8,1.0
t1207,0.2,0.0,0.2,1.8,1.0
t1208,0.2,0.0,0.2,1.8,1.0
t1209,0.2,0.0,0.2,1.8,1.0
t1210,1.73,0.0,0.2,1.8,1.0
t1211,1.8,0.0,0.2,1.8,1.0
t1212,1.8,0.0,0.2,1.8,1.0
t1213,1.8,0.0,0.2,1.8,1.0
t1214,1.8,0.0,0.2,1.8,1.0
t1215,1.8,0.0,0.2,1.8,1.0
t1216,1.8,0.0,0.2,1.8,1.0
t1217,1.8,1.5729368326675512,0.2,1.8,1.0
t1218,1.8,0.0,0.2,1.8,1.0
t1219,0.2,0.0,0.2,1.8,1.0
t1220,0.2,0.0,0.2,1.8,1.0
t1221,0.2,0.0,0.2,1.8,1.0
t1222,0.2,0.0,0.2,1.8,1.0
t1223,0.2,0.0,0.2,1.8,1.0
t1224,0.2,0.0,0.2,1.8,1.0
t1225,0.2,0.0,0.2,1.8,1.0
t1226,0.2,0.0,0.2,1.8,1.0
t1227,0.2,0.0,0.2,1.8,1.0
t1228,0.2,0.0,0.2,1.8,1.0
t1229,0.2,0.0,0.2,1.8,1.0
t1230,0.2,-1.5037292340712156,0.2,1.8,1.0
t1231,0.2,0.0,0.2,1.8,1.0
t1232,0.2,0.0,0.2,1.8,1.0
t1233,0.2,0.0,0.2,1.8,1.0
t1234,1.73,0.0,0.2,1.8,1.0
t1235,1.8,0.0,0.2,1.8,1.0
t1236,1.8,0.0,0.2,1.8,1.0
t1237,1.8,0.0,0.2,1.8,1.0
t1238,1.8,1.3084015890983522,0.2,1.8,1.0
t1239,1.8,0.0,0.2,1.8,1.0
t1240,1.8,0.0,0.2,1.8,1.0
t1241,1.8,0.0,0.2,1.8,1.0
t1242,1.8,0.0,0.2,1.8,1.0
t1243,0.2,-0.22977391300058514,0.2,1.8,1.0
t1244,0.2,0.0,0.2,1.8,1.0
t1245,0.2,0.0,0.2,1.8,1.0
t1246,0.2,0.0,0.2,1.8,1.0
t1247,0.2,0.0,0.2,1.8,1.0
t1248,0.2,0.0,0.2,1.8,1.0
t1249,0.2,0.0,0.2,1.8,1.0
t1250,0.2,0.0,0.2,1.8,1.0
t1251,0.2,0.0,0.2,1.8,1.0
t1252,0.2,-0.9438075080359454,0.2,1.8,1.0
t1253,0.2,0.0,0.2,1.8,1.0
t1254,0.2,0.0,0.2,1.8,1.0
t1255,0.2,0.0,0.2,1.8,1.0
t1256,0.2,0.0,0.2,1.8,1.0
t1257,0.2,0.0,0.2,1.8,1.0
t1258,1.73,0.0,0.2,1.8,1.0
t1259,1.8,0.0,0.2,1.8,1.0
t1260,1.8,0.0,0.2,1.8,1.0
t1261,1.8,0.0,0.2,1.8,1.0
t1262,1.8,1.2630157015283174,0.2,1.8,1.0
t1263,1.8,0.0,0.2,1.8,1.0
t1264,1.8,0.0,0.2,1.8,1.0
t1265,1.8,0.0,0.2,1.8,1.0
t1266,1.8,0.0,0.2,1.8,1.0
t1267,0.2,-0.45457932383173727,0.2,1.8,1.0
t1268,0.2,0.0,0.2,1.8,1.0
t1269,0.2,0.0,0.2,1.8,1.0
t1270,0.2,0.0,0.2,1.8,1.0
t1271,0.2,0.0,0.2,1.8,1.0
t1272,0.2,-0.9184546248162349,0.2,1.8,1.0
t1273,0.2,0.0,0.2,1.8,1.0
t1274,0.2,0.0,0.2,1.8,1.0
t1275,0.2,0.0,0.2,1.8,1.0
t1276,0.2,0.0,0.2,1.8,1.0
t1277,0.2,0.0,0.2,1.8,1.0
t1278,0.2,0.0,0.2,1.8,1.0
t1279,0.2,0.0,0.2,1.8,1.0
t1280,0.2,0.0,0.2,1.8,1.0
t1281,0.2,0.0,0.2,1.8,1.0
t1282,1.73,0.0,0.2,1.8,1.0
t1283,1.8,0.0,0.2,1.8,1.0
t1284,1.8,0.0,0.2,1.8,1.0
t1285,1.8,0.0,0.2,1.8,1.0
t1286,1.8,0.0,0.2,1.8,1.0
t1287,1.8,1.3180200226953787,0.2,1.8,1.0
t1288,1.8,0.0,0.2,1.8,1.0
t1289,1.8,0.0,0.2,1.8,1.0
t1290,1.8,0.0,0.2,1.8,1.0
t1291,0.2,-0.26454014607870135,0.2,1.8,1.0
t1292,0.2,0.0,0.2,1.8,1.0
t1293,0.2,0.0,0.2,1.8,1.0
t1294,0.2,0.0,0.2,1.8,1.0
t1295,0.2,0.0,0.2,1.8,1.0
t1296,0.2,0.0,0.2,1.8,1.0
t1297,0.2,0.0,0.2,1.8,1.0
t1298,0.2,0.0,0.2,1.8,1.0
t1299,0.2,0.0,0.2,1.8,1.0
t1300,0.2,-1.1741682976567347,0.2,1.8,1.0
t1301,0.2,0.0,0.2,1.8,1.0
t1302,0.2,0.0,0.2,1.8,1.0
t1303,0.2,0.0,0.2,1.8,1.0
t1304,0.2,0.0,0.2,1.8,1.0
t1305,0.2,0.0,0.2,1.8,1.0
t1306,1.73,0.0,0.2,1.8,1.0
t1307,1.8,0.0,0.2,1.8,1.0
t1308,1.8,0.0,0.2,1.8,1.0
t1309,1.8,0.0,0.2,1.8,1.0
t1310,1.8,0.0,0.2,1.8,1.0
t1311,1.8,0.0,0.2,1.8,1.0
t1312,1.8,0.0,0.2,1.8,1.0
t1313,1.8,1.4566155780507302,0.2,1.8,1.0
t1314,1.8,0.0,0.2,1.8,1.0
t1315,0.2,-0.17862422376668974,0.2,1.8,1.0
t1316,0.2,0.0,0.2,1.8,1.0
t1317,0.2,0.0,0.2,1.8,1.0
t1318,0.2,0.0,0.2,1.8,1.0
t1319,0.2,0.0,0.2,1.8,1.0
t1320,0.2,0.0,0.2,1.8,1.0
t1321,0.2,0.0,0.2,1.8,1.0
t1322,0.2,0.0,0.2,1.8,1.0
t1323,0.2,0.0,0.2,1.8,1.0
t1324,0.2,0.0,0.2,1.8,1.0
t1325,0.2,-1.21202969084122,0.2,1.8,1.0
t1326,0.2,0.0,0.2,1.8,1.0
t1327,0.2,0.0,0.2,1.8,1.0
t1328,0.2,0.0,0.2,1.8,1.0
t1329,0.2,0.0,0.2,1.8,1.0
t1330,1.73,0.0,0.2,1.8,1.0
t1331,1.8,0.0,0.2,1.8,1.0
t1332,1.8,0.0,0.2,1.8,1.0
t1333,1.8,0.0,0.2,1.8,1.0
t1334,1.8,1.5860942725104366,0.2,1.8,1.0
t1335,1.8,0.0,0.2,1.8,1.0
t1336,1.8,0.0,0.2,1.8,1.0
t1337,1.8,0.0,0.2,1.8,1.0
t1338,1.8,0.0,0.2,1.8,1.0
t1339,0.2,-0.509041588070005,0.2,1.8,1.0
t1340,0.2,0.0,0.2,1.8,1.0
t1341,0.2,0.0,0.2,1.8,1.0
t1342,0.2,0.0,0.2,1.8,1.0
t1343,0.2,0.0,0.2,1.8,1.0
t1344,0.2,0.0,0.2,1.8,1.0
t1345,0.2,0.0,0.2,1.8,1.0
t1346,0.2,0.0,0.2,1.8,1.0
t1347,0.2,0.0,0.2,1.8,1.0
t1348,0.2,0.0,0.2,1.8,1.0
t1349,0.2,0.0,0.2,1.8,1.0
t1350,0.2,0.0,0.2,1.8,1.0
t1351,0.2,-0.946892451325354,0.2,1.8,1.0
t1352,0.2,0.0,0.2,1.8,1.0
t1353,0.2,0.0,0.2,1.8,1.0
t1354,1.73,0.0,0.2,1.8,1.0
t1355,1.8,1.249069339798936,0.2,1.8,1.0
t1356,1.8,0.0,0.2,1.8,1.0
t1357,1.8,0.0,0.2,1.8,1.0
t1358,1.8,0.0,0.2,1.8,1.0
t1359,1.8,0.0,0.2,1.8,1.0
t1360,1.8,0.0,0.2,1.8,1.0
t1361,1.8,0.0,0.2,1.8,1.0
t1362,1.8,0.0,0.2,1.8,1.0
t1363,0.2,-0.35809220463612235,0.2,1.8,1.0
t1364,0.2,0.0,0.2,1.8,1.0
t1365,0.2,0.0,0.2,1.8,1.0
t1366,0.2,0.0,0.2,1.8,1.0
t1367,0.2,0.0,0.2,1.8,1.0
t1368,0.2,0.0,0.2,1.8,1.0
t1369,0.2,0.0,0.2,1.8,1.0
t1370,0.2,0.0,0.2,1.8,1.0
t1371,0.2,0.0,0.2,1.8,1.0
t1372,0.2,-0.9072358864691097,0.2,1.8,1.0
t1373,0.2,0.0,0.2,1.8,1.0
t1374,0.2,0.0,0.2,1.8,1.0
t1375,0.2,0.0,0.2,1.8,1.0
t1376,0.2,0.0,0.2,1.8,1.0
t1377,0.2,0.0,0.2,1.8,1.0
t1378,1.73,0.0,0.2,1.8,1.0
t1379,1.8,1.1782674184740642,0.2,1.8,1.0
t1380,1.8,0.0,0.2,1.8,1.0
t1381,1.8,0.0,0.2,1.8,1.0
t1382,1.8,0.0,0.2,1.8,1.0
t1383,1.8,0.0,0.2,1.8,1.0
t1384,1.8,0.0,0.2,1.8,1.0
t1385,1.8,0.0,0.2,1.8,1.0
t1386,1.8,0.0,0.2,1.8,1.0
t1387,0.2,-0.23079007426157716,0.2,1.8,1.0
t1388,0.2,0.0,0.2,1.8,1.0
t1389,0.2,0.0,0.2,1.8,1.0
t1390,0.2,0.0,0.2,1.8,1.0
t1391,0.2,0.0,0.2,1.8,1.0
t1392,0.2,0.0,0.2,1.8,1.0
t1393,0.2,0.0,0.2,1.8,1.0
t1394,0.2,0.0,0.2,1.8,1.0
t1395,0.2,0.0,0.2,1.8,1.0
t1396,0.2,0.0,0.2,1.8,1.0
t1397,0.2,0.0,0.2,1.8,1.0
t1398,0.2,-1.1133505264100165,0.2,1.8,1.0
t1399,0.2,0.0,0.2,1.8,1.0
t1400,0.2,0.0,0.2,1.8,1.0
t1401,0.2,0.0,0.2,1.8,1.0
t1402,1.73,0.0,0.2,1.8,1.0
t1403,1.8,0.0,0.2,1.8,1.0
t1404,1.8,0.0,0.2,1.8,1.0
t1405,1.8,0.0,0.2,1.8,1.0
t1406,1.8,0.0,0.2,1.8,1.0
t1407,1.8,1.433423668113619,0.2,1.8,1.0
t1408,1.8,0.0,0.2,1.8,1.0
t1409,1.8,0.0,0.2,1.8,1.0
t1410,1.8,0.0,0.2,1.8,1.0
t1411,0.2,-0.20122827557258915,0.2,1.8,1.0
t1412,0.2,0.0,0.2,1.8,1.0
t1413,0.2,0.0,0.2,1.8,1.0
t1414,0.2,0.0,0.2,1.8,1.0
t1415,0.2,0.0,0.2,1.8,1.0
t1416,0.2,0.0,0.2,1.8,1.0
t1417,0.2,0.0,0.2,1.8,1.0
t1418,0.2,-1.2559107576794588,0.2,1.8,1.0
t1419,0.2,0.0,0.2,1.8,1.0
t1420,0.2,0.0,0.2,1.8,1.0
t1421,0.2,0.0,0.2,1.8,1.0
t1422,0.2,0.0,0.2,1.8,1.0
t1423,0.2,0.0,0.2,1.8,1.0
t1424,0.2,0.0,0.2,1.8,1.0
t1425,0.2,0.0,0.2,1.8,1.0
t1426,1.73,0.0,0.2,1.8,1.0
t1427,1.8,1.6387502580767261,0.2,1.8,1.0
t1428,1.8,0.0,0.2,1.8,1.0
t1429,1.8,0.0,0.2,1.8,1.0
t1430,1.8,0.0,0.2,1.8,1.0
t1431,1.8,0.0,0.2,1.8,1.0
t1432,1.8,0.0,0.2,1.8,1.0
t1433,1.8,0.0,0.2,1.8,1.0
t1434,1.8,0.0,0.2,1.8,1.0
t1435,1.0,0.0,0.2,1.8,1.0
t1436,1.0,0.0,0.2,1.8,1.0
t1437,1.0,0.0,0.2,1.8,1.0
t1438,1.0,0.0,0.2,1.8,1.0
t1439,1.0,0.0,0.2,1.8,1.0
